,A apol,A AMR,A nH,A nC,A nN,A nO,A nS,A MW,A nBondsD,A nBonds,A nBonds2,A Sv,A Sse,A Spe,A Sare,A Sp,A Si,A Mv,A Mse,A Mpe,A Mare,A Mp,A Mi,A ETA_dEpsilon_A,A ETA_dAlpha_B,A ETA_BetaP,A FMF,A fragC,A HOMO,A LOMO,A Bandgap,B apol,B AMR,B nH,B nC,B nN,B nO,B nS,B MW,B nBondsD,B nBonds,B nBonds2,B Sv,B Sse,B Spe,B Sare,B Sp,B Si,B Mv,B Mse,B Mpe,B Mare,B Mp,B Mi,B ETA_dEpsilon_A,B ETA_dAlpha_B,B ETA_BetaP,B FMF,B fragC,B HOMO,B LOMO,B Bandgap,Time (s),Potential (v)
A Mare,0.8425543301454889,0.8437343153669598,0.3154872864451582,0.7763892792789217,0.2676207217591766,0.9465114882545768,0.9380097693562687,0.9151636144833344,0.8701699407438406,0.8975764802558396,0.8279633342672712,0.8631678102600124,0.8434505338029399,0.8486499028290894,0.8493832212662313,0.8438079810979532,0.8097826352998525,0.8026903950739401,0.9943797887071301,0.9989478273230732,1.0,0.7210524323592489,-0.4890333592212842,0.9979050328973683,0.20117642243761866,0.4243671212972375,0.37246304811853326,0.9003838942472671,-0.4338172841355162,-0.8605837003136853,-0.6931501399886554,-0.040765493409160504,-0.04288530018516296,-0.0025896929925646735,-0.03616533331567042,-0.025698638815071888,-0.0693107250092625,-0.05479475903438746,-0.04892668911508895,-0.04631794657479572,-0.045921750780801365,-0.038581601521888165,-0.042932657939521425,-0.04100721045660445,-0.04161572305457701,-0.041722557629877643,-0.04089986027655181,-0.03800078267120665,-0.06551432744156363,-0.0815564171059514,-0.08000671548331595,-0.08075714354308529,-0.05895362462762048,0.04853853747424732,-0.0787670187434418,-0.013713940739612128,-0.04825933105715912,-0.036833818475608376,-0.03681858142637531,-0.021633523392621715,0.07478810350311856,0.08174860334141586,0.0,-0.23131911438209776
A Mp,0.7421034603232631,0.7864617642502472,0.2785874204904708,0.8431249237300772,0.19626150477862034,0.5661359354958246,0.6009463123907294,0.7199717046865638,0.8135005909905858,0.7800690724441661,0.7205358397253072,0.7440440274829565,0.6857746244587413,0.6892941056698235,0.6874877691835314,0.7384176758733471,0.6677899748501024,0.9888630880988397,0.6668346011830466,0.7516524672843121,0.7210524323592489,1.0,-0.8798962233471763,0.7429193122518977,-0.45380825147184123,0.8426406653499114,0.8617444522125906,0.7376749158991689,-0.19588722568115255,-0.8463426304805518,-0.7579690039686269,-0.033639660844510456,-0.03619963093577877,-0.0030596212425414698,-0.03885240368824524,-0.008551735903848173,-0.04498328438309716,-0.024779724450379122,-0.035977832058827625,-0.03584859958186507,-0.03895323806490328,-0.03295999342560606,-0.03523763868298376,-0.03211617884079266,-0.032585701603032494,-0.03258949821269519,-0.03346328090538901,-0.03008934012152349,-0.08155110663998713,-0.05948562529170311,-0.06599719293859234,-0.06448552507300345,-0.07611935545248738,0.0881421629136316,-0.06153938623130398,0.010432169352856157,-0.07738738404344193,-0.08612722897869202,-0.02281031263651933,-0.06693443341381067,0.08963703734783621,0.11101855741420556,-1.8986192366742753e-18,-0.06385391060574734
A Mi,-0.43550571791377646,-0.49007993416074447,0.007990913232888966,-0.5906729223292344,0.26890714086510514,-0.39132557727462414,-0.35904352390820027,-0.4194803431482444,-0.5127574929492517,-0.4868095986093596,-0.40973991718405395,-0.4379586758958494,-0.36686559036336674,-0.3703001600859106,-0.3680167143323312,-0.43045959331832795,-0.33864036500963374,-0.8490859648222073,-0.4550817829757062,-0.5259987703512593,-0.4890333592212842,-0.8798962233471763,1.0,-0.5135992946917802,0.58452423400889,-0.6427451550718525,-0.8267592381537996,-0.4764885662960094,0.32623877468633783,0.5786112856774862,0.45461085512621185,0.01772567937902874,0.018283784812497726,0.01438391425429342,0.02134952933864613,-0.012887623707099635,0.027525461112929382,0.004078057962311004,0.016911314501839282,0.011892171737874763,0.018998313008711472,0.01955707786365456,0.018386475985046263,0.01899614239278128,0.018987806471102174,0.01902648316833328,0.017604771825835044,0.018558927761679313,0.04269765535008518,0.026389509357753308,0.03034157404412224,0.029246647555065997,0.0384549468416727,-0.05824328972769923,0.026146553462108577,-0.004466568619107089,0.03990130392349958,0.059973236475416254,-0.003933744265696022,0.015209768827361591,-0.052256522348444114,-0.05714985157446583,0.0,-0.12254102510103786
A ETA_dEpsilon_A,0.8559135090557243,0.8599921255692623,0.3285279416377213,0.7956090767247209,0.26119866739953884,0.9469723654647866,0.946948706051297,0.9243187541529208,0.887980708209183,0.9076841083993958,0.8393697653462648,0.8752020399230175,0.8537965457261996,0.8588133225428963,0.8593978257935662,0.8569792679614214,0.8204576647884623,0.8175003305797679,0.992405172619847,0.9984783256945767,0.9979050328973683,0.7429193122518977,-0.5135992946917802,1.0,0.15006543316923,0.44326751525780145,0.3820338686288079,0.9084338718945301,-0.45594750667527034,-0.8652740805548678,-0.6903931427838162,-0.04218540438037564,-0.04474622760653407,-0.002522838073210936,-0.03832672502784728,-0.0268506455220096,-0.06933405631715749,-0.054966196288789015,-0.05011523398570102,-0.048256199248865164,-0.047416165008869214,-0.039796330605778904,-0.04435557237536833,-0.04209871031883917,-0.04272725657826514,-0.04282351107332541,-0.04229569898257578,-0.039061662734051254,-0.06997167155267772,-0.08216784323343784,-0.08146310261189378,-0.0819439365066461,-0.06386536180511407,0.05410145414442852,-0.08029862750487063,-0.00752472413103058,-0.05654509589450143,-0.0412894213897121,-0.03764243232984109,-0.02815394139592674,0.07875387542956494,0.08779206595874368,-5.606186200461295e-19,-0.23033691952889412
A ETA_dAlpha_B,-0.08303242117506714,-0.1408343959438536,-0.14060584373875434,-0.26915531265133674,0.14100807116614744,0.24960543986798833,0.14973810005950017,0.03245798037571094,-0.1318135237953674,-0.04335627979083655,-0.06751318784295066,-0.05566509485320474,-0.01258459311240899,-0.009131504157224532,-0.00576634741281053,-0.07736333070742667,-0.02773227381273665,-0.31839456607531985,0.23532882525007776,0.16051204791453838,0.20117642243761866,-0.45380825147184123,0.58452423400889,0.15006543316923,1.0,-0.48844451246718057,-0.5219197889509473,0.007708879599629395,0.026916362178799332,0.028087727198637603,0.018405264166583012,0.01700046222102735,0.02049347000952716,0.012241994309448336,0.03170136435801627,-0.0065179798640564125,-0.009629307849133165,-0.014728497050750465,0.00903952477010831,0.0150608818930923,0.01689234743144287,0.017241314268979503,0.016224334221811108,0.013078328537904962,0.013004977863014194,0.012820236694463062,0.016526564696640992,0.01378050039571244,0.05420282760125193,-0.008579605973177029,0.0042065704506407675,-0.00013337090445756996,0.059899830504050566,-0.08836400215621926,0.002056614364686242,-0.08295721372125128,0.08707891557354402,0.0791595523599835,0.004964385484858991,0.0837110543040775,-0.046644514453866213,-0.07331387292522559,6.309221882657686e-19,-0.14677235510966122
A ETA_BetaP,0.5337308198109229,0.5831325380209563,0.2444930953329894,0.6518614885167647,0.45701925117986675,0.1831377144499312,0.26090394993122595,0.4707368442433867,0.6106486697889406,0.550065779172797,0.5186328408480051,0.5280537645185639,0.47579101244155475,0.4783263690195818,0.47634641421327434,0.5297125659881136,0.48037886580991723,0.8063842542133107,0.33636486050032555,0.45604285533086514,0.4243671212972375,0.8426406653499114,-0.6427451550718525,0.44326751525780145,-0.48844451246718057,1.0,0.8709431058629047,0.46341643063299726,0.2568173231636216,-0.6830899000396905,-0.7489403881571215,-0.004057451974189684,-0.006506819372554477,0.028076869505841477,-0.01600747452932869,0.009183033087472859,-0.007127912908242133,0.011161273347583014,-0.005483940412588692,-0.01037225268900492,-0.01284817892549854,-0.0030158029019807047,-0.0059262975605345386,0.00026491843234559585,-0.0004194832807890662,-0.0003441124158508211,-0.0036751809968421315,0.0023825128314584297,-0.07894991027201831,-0.036704074388274006,-0.048571104154685754,-0.046358468641407455,-0.07152291344771916,0.09251054554899205,-0.04155983430498165,-0.008314976205754783,-0.08295705919548634,-0.10566215616150834,-0.008616291242719561,-0.13514725606873645,0.08219627978313775,0.12526011185489574,1.3781300890059066e-18,-0.09590977505519097
A FMF,0.40291929130787324,0.4539888863471058,0.07294135198242195,0.5684195850750475,0.14604173510777957,0.1428834790729539,0.15436090205626601,0.34533297514400096,0.4763741629083696,0.4425093173981732,0.3900590517409482,0.39971286890263713,0.3337161923165046,0.336761948707062,0.33440756592345666,0.3975909194914821,0.32824310563790704,0.8278706783344414,0.29092766531062275,0.4100711130998136,0.37246304811853326,0.8617444522125906,-0.8267592381537996,0.3820338686288079,-0.5219197889509473,0.8709431058629047,1.0,0.37703310069701923,0.14804103468257412,-0.6268428485632627,-0.6582996935376361,-0.012271566069810443,-0.012600474321315228,0.00515715708840823,-0.01810156837831276,0.009758003257221115,-0.02115270130132936,-0.002603419894461148,-0.013310214547589388,-0.012515768412317751,-0.017331240904999077,-0.01290418938387208,-0.01346796177744812,-0.01110118314960869,-0.011415437244216911,-0.011409650679903093,-0.012081959754991692,-0.009750771373134267,-0.05576997529588298,-0.03592881550929714,-0.04153801374376258,-0.040387315718975594,-0.049627460223973616,0.06802033653966123,-0.035752793249438995,-0.009555874854085758,-0.03827570426989956,-0.08060854065584716,-0.004112126701332691,-0.037457816718611925,0.0632919723698921,0.07527178585118925,-2.847721301647936e-19,0.0772690103039535
A fragC,0.9399628887478927,0.9394840129506996,0.5103187018308478,0.9036619036347215,0.4000664066284753,0.8805980421073226,0.9248973005440652,0.9659600212158089,0.9492480080650263,0.9684883085360563,0.9306720440317862,0.9492155929484025,0.9311875753468389,0.9341792296063628,0.9341619753641753,0.9402334745739482,0.9115845927011402,0.784717324916167,0.8865482282619109,0.9045180100940233,0.9003838942472671,0.7376749158991689,-0.4764885662960094,0.9084338718945301,0.007708879599629395,0.46341643063299726,0.37703310069701923,1.0,-0.35904252776626217,-0.8661498086497652,-0.7232824341904833,-0.0846862318150272,-0.08752779406190792,-0.025686005369342166,-0.08420679198898805,-0.06602375194877141,-0.09949178451224017,-0.08616158496503795,-0.09082003551241821,-0.08931864336517988,-0.09110810343502952,-0.08209500086039584,-0.08684517025614967,-0.08277178132002612,-0.08354312112315053,-0.0835828789164609,-0.0846759333803359,-0.07945361128499975,-0.10475682742248947,-0.10323145717912871,-0.10586415478186302,-0.10521694086545505,-0.10054014788355593,0.08810414224680589,-0.10418596473859772,0.022364498645329745,-0.08861787232589499,-0.06763517871688265,-0.0852507722266206,-0.054011681575602634,0.11446452580575645,0.13176388578282938,7.897396041180414e-19,-0.2647050983416133
A HOMO,-0.2064720952253645,-0.21952492586649366,0.17075600841392138,-0.15562074740947168,0.4949556401309166,-0.5689991514946068,-0.5562593190124152,-0.30583779691488516,-0.26330973313466355,-0.2517114894427425,-0.17528555568049767,-0.22258276427157775,-0.20135665141720901,-0.20481664171745131,-0.20516693991532314,-0.20782082450643996,-0.15478375430576014,-0.21663075107002153,-0.5049274079221084,-0.43090095131581324,-0.4338172841355162,-0.19588722568115255,0.32623877468633783,-0.45594750667527034,0.026916362178799332,0.2568173231636216,0.14804103468257412,-0.35904252776626217,1.0,0.08445806128578183,-0.2485105750555559,0.07370863675626041,0.08042372453452998,0.006236796220435984,0.06648318531570487,0.06148779720907881,0.1002492848875804,0.10438144503872843,0.08518244813774645,0.0909243673268946,0.07888532486100996,0.06675921639027346,0.07595534831470514,0.07083427412218972,0.0717815815941258,0.0718240732307279,0.07391676206950659,0.06629601780505129,0.09057725969334234,0.1017777612305366,0.09915808799857577,0.09840428441832816,0.09499085885285022,-0.07249213324202569,0.10462832590986441,-0.07746078193142132,0.09927243263489911,0.032882306403016676,0.06927041432219064,-0.08016275649212204,-0.08222271493228325,-0.05682197850985644,0.0,-0.033057217586424034
A LOMO,-0.8892157802292202,-0.8949086524926487,-0.4656250511551486,-0.9012468597584299,-0.4615250641726729,-0.7474731715803333,-0.7633151670086084,-0.8915699108009376,-0.9191973588922925,-0.9183900309781828,-0.8785138084301847,-0.8976168728314874,-0.8692985620143239,-0.872757692119961,-0.8723573576845373,-0.8880773805963319,-0.8555081126408492,-0.8922012930768805,-0.8117403988440224,-0.8725936241222082,-0.8605837003136853,-0.8463426304805518,0.5786112856774862,-0.8652740805548678,0.028087727198637603,-0.6830899000396905,-0.6268428485632627,-0.8661498086497652,0.08445806128578183,1.0,0.9441795833202519,0.04153825473437705,0.04188354317544797,0.014450212640310241,0.03974046450055514,0.03309844829354902,0.057005973865068324,0.04008896691184474,0.04569577194722054,0.042082851762131016,0.04510009842856532,0.04110709821224216,0.04316489630828808,0.042359726609009475,0.04276219375633643,0.04285455945696585,0.04158303019104126,0.04065258780283711,0.060637488509066,0.0663677907704461,0.06784073814573122,0.06834403495619074,0.05304519733209659,-0.04409607266057434,0.06491593438548869,0.024024996452327675,0.042731039298691285,0.04514939407563848,0.03405539525507179,0.061561379027536986,-0.08188431940976751,-0.10154886540299778,1.2986697536753977e-18,0.20591600420872908
A Bandgap,-0.796146608972634,-0.797365235652595,-0.5090893277426904,-0.8246541405708986,-0.6122881597050783,-0.5385023050824506,-0.5581142954088445,-0.7655835255327936,-0.8065005440983886,-0.8095502625763398,-0.796053854458623,-0.798986943843331,-0.7784762614149489,-0.78069497441618,-0.7801899953714906,-0.7945940611639056,-0.7804681118233244,-0.7956902551382194,-0.6221595526086658,-0.7057891925840947,-0.6931501399886554,-0.7579690039686269,0.45461085512621185,-0.6903931427838162,0.018405264166583012,-0.7489403881571215,-0.6582996935376361,-0.7232824341904833,-0.2485105750555559,0.9441795833202519,1.0,0.01601044597490838,0.01412600999772489,0.011985124843455095,0.01665163395849667,0.011846451166429685,0.02227198485996984,0.0044607769421311175,0.01625859366601904,0.010848114968213356,0.01776144541634713,0.017888882652783586,0.016848917421805047,0.01775930093038899,0.017837348580324035,0.01791308924143165,0.01598516348410843,0.017600191186741825,0.028999881311838546,0.03086729687660835,0.033165249285099035,0.033903722218173,0.020160205398648184,-0.018899098327443496,0.028513511481340976,0.04896425848709367,0.008718245223642725,0.033018537173013195,0.010203671443482741,0.08634677521723538,-0.05241609477337795,-0.07992984861271281,8.837080537407317e-19,0.2111005847402655
B apol,-0.08409933536135943,-0.08113497172846026,-0.08052063526157384,-0.08259004739100877,-0.042987592441470726,-0.05803890576063211,-0.0698555614727581,-0.07861503530993494,-0.07804839650776835,-0.07989675861811611,-0.08521096938821907,-0.08259265241858778,-0.08371385908479784,-0.0833527683763611,-0.08326648799341395,-0.08407126673367096,-0.08486537440168677,-0.03251742671563882,-0.04184335123422507,-0.04098618828355868,-0.040765493409160504,-0.033639660844510456,0.01772567937902874,-0.04218540438037564,0.01700046222102735,-0.004057451974189684,-0.012271566069810443,-0.0846862318150272,0.07370863675626041,0.04153825473437705,0.01601044597490838,1.0,0.9971109953437223,0.6750225154345032,0.9908163823313446,0.8481746400319122,0.8862197492263301,0.8685746866186261,0.9831144825747111,0.9538001193451779,0.9872521825685371,0.9967235310028124,0.9991370654633712,0.9973055642308761,0.9980991114958384,0.9980271521614331,0.9999907053644039,0.9923141159615023,0.655332566859887,0.6531611821822011,0.6602832408834897,0.6529459959844334,0.6741441586397907,-0.5201865302115747,0.6672813348037011,-0.43517326647910787,0.41160983335367984,0.3367998229703383,0.9295004045531788,-0.06938958644093156,-0.787339450676794,-0.766132214667227,0.0,0.023128429105073966
B AMR,-0.08642057018755266,-0.08392107810119175,-0.08057421271339564,-0.08459940361941441,-0.04586309212911588,-0.05916428657678756,-0.07340888481606633,-0.08106537899533621,-0.08175676167841275,-0.08217590186799305,-0.08714926134793535,-0.08486046896353462,-0.08569933378987728,-0.0853595300385916,-0.08526435860125184,-0.08639985215773079,-0.08679182504958542,-0.03448928150534869,-0.04404186589038162,-0.043159837004240524,-0.04288530018516296,-0.03619963093577877,0.018283784812497726,-0.04474622760653407,0.02049347000952716,-0.006506819372554477,-0.012600474321315228,-0.08752779406190792,0.08042372453452998,0.04188354317544797,0.01412600999772489,0.9971109953437223,1.0,0.6402963796521802,0.989523534972086,0.8539559353286789,0.8905437985722188,0.8807238003448837,0.9858161333975706,0.9675903545447058,0.9899037274753836,0.9895319961915768,0.9975384638160951,0.9902935619229825,0.9917517448129209,0.991625852171903,0.9970516775982232,0.9829449365107343,0.7008600919855708,0.6849551047930906,0.6956911503336993,0.687197824625802,0.7205924603540381,-0.5640541491136443,0.7031538161837685,-0.46220217997188856,0.47430559534476674,0.38373153963031736,0.9286102007273377,-0.08739000806074798,-0.8183033647777456,-0.791406045923962,0.0,0.018964456823352734
B nH,-0.03831221165389942,-0.034451552969834154,-0.07371568957580832,-0.04286111288978882,0.009080713100421425,-0.020888208427564184,-0.015620065897744614,-0.028595229031152438,-0.022217753368069866,-0.030593586210551575,-0.042041851821238346,-0.03595546784489853,-0.03992806309607995,-0.03906090886200478,-0.03896967162077783,-0.03814196812775923,-0.04238151742489273,-0.002346667760071587,-0.004851270467776928,-0.0028946114973683306,-0.0025896929925646735,-0.0030596212425414698,0.01438391425429342,-0.002522838073210936,0.012241994309448336,0.028076869505841477,0.00515715708840823,-0.025686005369342166,0.006236796220435984,0.014450212640310241,0.011985124843455095,0.6750225154345032,0.6402963796521802,1.0,0.6947314982994591,0.37070562926968154,0.3419452543730114,0.28013303121395555,0.5387125455026349,0.43581629484534284,0.553301958449741,0.7265157493386049,0.6452820827461243,0.7175354272932578,0.7062416415258941,0.7059742165370017,0.6741901201096853,0.7573852872217117,-0.008857694643028206,-0.057077472080002335,-0.06091954899347082,-0.06863656504628074,0.03932190186258257,-0.06253419862010509,-0.049099297336317724,-0.4223884646739821,-0.1527709427024695,-0.1975359638328542,0.41964233837247417,0.3347324464949605,-0.18799268492059348,-0.29463611823424934,8.694785398697593e-19,0.042617424436537356
B nC,-0.08479838630394707,-0.08289919172984984,-0.08372978398069222,-0.08543341568948923,-0.048666444189248675,-0.050839721179718904,-0.06573657839084505,-0.07726095696830602,-0.07937436133650477,-0.07978206723893919,-0.08581846888662793,-0.08281008971624566,-0.08347988637340858,-0.0830658010067715,-0.08293465599463305,-0.08470522917691192,-0.08519650331561092,-0.035450219153512895,-0.03631834579641028,-0.03690484202944157,-0.03616533331567042,-0.03885240368824524,0.02134952933864613,-0.03832672502784728,0.03170136435801627,-0.01600747452932869,-0.01810156837831276,-0.08420679198898805,0.06648318531570487,0.03974046450055514,0.01665163395849667,0.9908163823313446,0.989523534972086,0.6947314982994591,1.0,0.8051247854215126,0.8377986304000193,0.813670894558514,0.9594742044243487,0.9312400861391018,0.9750180251117031,0.9919542446394636,0.9876606350075607,0.9855705571765684,0.9857002387958694,0.985399829194697,0.9902241943737186,0.9834910499015955,0.668953244658481,0.6035147197809547,0.6222456959918711,0.6107573360654792,0.6930086415397423,-0.5847794042584761,0.6245910734680002,-0.4973819462512503,0.4477675044235692,0.39479895697595435,0.9107779441930474,0.019680368324783027,-0.7836464031085673,-0.7907577419636279,0.0,0.04168197352345627
B nN,-0.06631133344901922,-0.0621535937586623,-0.06689733044450318,-0.060887024053420044,-0.0525226856879642,-0.04358908342929527,-0.05596379050462851,-0.06271703623881957,-0.06326695425520723,-0.06157398435465363,-0.06673248023876556,-0.06522717772602425,-0.06724520509239683,-0.06697357217467105,-0.0669589097274462,-0.06641652237829646,-0.06870577878922221,-0.009062477223527963,-0.026573071063022282,-0.024849200753204275,-0.025698638815071888,-0.008551735903848173,-0.012887623707099635,-0.0268506455220096,-0.0065179798640564125,0.009183033087472859,0.009758003257221115,-0.06602375194877141,0.06148779720907881,0.03309844829354902,0.011846451166429685,0.8481746400319122,0.8539559353286789,0.37070562926968154,0.8051247854215126,1.0,0.8110345620036369,0.8689695580218187,0.8866446908237267,0.9075754605656053,0.8723696643380925,0.8197634151968385,0.8586620635828223,0.833499842785336,0.8389909692649642,0.839276476150045,0.8492910940014026,0.8161319924651821,0.6168227253678763,0.6902629366444477,0.6962957046942803,0.6976379154233678,0.6184954518062081,-0.3041412762354778,0.7114138707217476,-0.20031841819025897,0.46514381316147896,0.2888303684537289,0.8802945245892594,-0.19314319712760294,-0.7666176476681669,-0.7060364900425797,0.0,0.03291738950429999
B nO,-0.08744272238646714,-0.08442842065143014,-0.05012866249076169,-0.08144533077743558,-0.03538140754258392,-0.08464717785121813,-0.0913751324626038,-0.09063292401452083,-0.08672617267231784,-0.08995161929844908,-0.08703881346595604,-0.08818280252192814,-0.08723842723232134,-0.08745631471670073,-0.08747107204812817,-0.08754668745272469,-0.08537115976599317,-0.049217444574888386,-0.07089192043271134,-0.06895650274683801,-0.0693107250092625,-0.04498328438309716,0.027525461112929382,-0.06933405631715749,-0.009629307849133165,-0.007127912908242133,-0.02115270130132936,-0.09949178451224017,0.1002492848875804,0.057005973865068324,0.02227198485996984,0.8862197492263301,0.8905437985722188,0.3419452543730114,0.8377986304000193,0.8110345620036369,1.0,0.9724712729672349,0.9487440926267542,0.9363076642271999,0.9289255841054772,0.8586503902737503,0.90224923310821,0.8742905846894145,0.8806926793809979,0.88122305046708,0.887495979812213,0.8460358135292113,0.7423497013194452,0.8884217238882509,0.872060556816732,0.8748774808131942,0.7242266426369761,-0.5052847253154856,0.876620046829104,-0.1667432992742203,0.43273857191988124,0.38314360353197663,0.9186620245864963,-0.3766811071227447,-0.8382176523763298,-0.7193528061006896,-1.278003137469834e-18,-0.03291571775115424
B nS,-0.07725154574647726,-0.07347437222021604,-0.0532121841548038,-0.068092827387176,-0.0422620685679428,-0.07152099104561367,-0.08309387424897938,-0.07971158946822884,-0.07626072234246524,-0.0773958165961687,-0.07710242170766814,-0.07746565158285022,-0.07809750096143256,-0.0781587073612052,-0.07819436190995993,-0.07745947034574545,-0.07720121271461755,-0.02805994998464777,-0.0574670792929773,-0.05375330570388044,-0.05479475903438746,-0.024779724450379122,0.004078057962311004,-0.054966196288789015,-0.014728497050750465,0.011161273347583014,-0.002603419894461148,-0.08616158496503795,0.10438144503872843,0.04008896691184474,0.0044607769421311175,0.8685746866186261,0.8807238003448837,0.28013303121395555,0.813670894558514,0.8689695580218187,0.9724712729672349,1.0,0.9407630132485063,0.9546762423194752,0.9154911755985061,0.8308736508781017,0.8852831122450852,0.8490459903006883,0.8564295397200713,0.8568394701585614,0.8700629584463991,0.8183103740916505,0.7558685208194504,0.894930248458027,0.8802575325071589,0.8820067241563699,0.7518842049671867,-0.48550705870775507,0.8942287929317051,-0.2532308667591852,0.48660552650927186,0.38016272624624287,0.9196589558312989,-0.4534837357038896,-0.8298159060789759,-0.6865200969825949,8.799670407776543e-19,-0.04570679305677913
B MW,-0.0865451859054308,-0.08354501204225011,-0.07250012959209493,-0.082969349114262,-0.0463083092713077,-0.06564681065512903,-0.07797629120013491,-0.08365865537421578,-0.08286456201520719,-0.08413141455525963,-0.08702987338781223,-0.08566243422912614,-0.08618457059811535,-0.08600613294104621,-0.08595133522352284,-0.08657712060462824,-0.08655772734256088,-0.036172566997767865,-0.05008832392110304,-0.04888730081599093,-0.04892668911508895,-0.035977832058827625,0.016911314501839282,-0.05011523398570102,0.00903952477010831,-0.005483940412588692,-0.013310214547589388,-0.09082003551241821,0.08518244813774645,0.04569577194722054,0.01625859366601904,0.9831144825747111,0.9858161333975706,0.5387125455026349,0.9594742044243487,0.8866446908237267,0.9487440926267542,0.9407630132485063,1.0,0.9860831368749783,0.9958755029268458,0.9670224190533951,0.9895906357918284,0.9730539685389215,0.9765979201908118,0.9767030257133669,0.9835712627194299,0.957628687916662,0.7282014829801464,0.7702994356879587,0.7725716050156152,0.7682282261880001,0.7353166472173398,-0.5388564801208012,0.7796382276594415,-0.36025762641250775,0.4693404886146771,0.3889679963863611,0.9614656087742036,-0.19204767821241928,-0.8441387869387388,-0.7839904001322201,0.0,0.007034383062595801
B nBondsD,-0.0857505370864367,-0.08353699603062881,-0.07145152768290802,-0.08155767795546234,-0.055661296746390636,-0.060177680158085826,-0.07775488422444556,-0.08250703673265591,-0.08474703232431151,-0.08274794373235392,-0.08563026222715499,-0.08463746280105512,-0.08488416663667862,-0.0847206752133764,-0.08465127024546168,-0.08580171920791159,-0.08556245033004843,-0.03454777989273788,-0.04718221166257343,-0.046324460274867786,-0.04631794657479572,-0.03584859958186507,0.011892171737874763,-0.048256199248865164,0.0150608818930923,-0.01037225268900492,-0.012515768412317751,-0.08931864336517988,0.0909243673268946,0.042082851762131016,0.010848114968213356,0.9538001193451779,0.9675903545447058,0.43581629484534284,0.9312400861391018,0.9075754605656053,0.9363076642271999,0.9546762423194752,0.9860831368749783,1.0,0.9807424534756012,0.9267484053210359,0.9636459246275898,0.9339037102861263,0.9391705262683522,0.9391757379307634,0.9542313109134709,0.9129506963229386,0.8028914001880023,0.8212113010288637,0.8310619633880864,0.8250807296507773,0.8115275786834336,-0.5960137660428039,0.8401492367365861,-0.3938416909858843,0.5860499744477613,0.47123159066223447,0.9505060796923146,-0.23422154502466103,-0.8919248424967652,-0.8184179832244728,0.0,0.0036498713352368147
B nBonds,-0.08696539215772271,-0.08450709745289002,-0.074148033895681,-0.08480565908152418,-0.05006110762727837,-0.06130404219232691,-0.07505240528951045,-0.0828499998683391,-0.08346167179911682,-0.0842273178361935,-0.08747267400341978,-0.08583048200875407,-0.08605021246648935,-0.08584851786758946,-0.08576814513543318,-0.08695437871558707,-0.08675869544740353,-0.03793883843253085,-0.046393702015505994,-0.046190469698022575,-0.045921750780801365,-0.03895323806490328,0.018998313008711472,-0.047416165008869214,0.01689234743144287,-0.01284817892549854,-0.017331240904999077,-0.09110810343502952,0.07888532486100996,0.04510009842856532,0.01776144541634713,0.9872521825685371,0.9899037274753836,0.553301958449741,0.9750180251117031,0.8723696643380925,0.9289255841054772,0.9154911755985061,0.9958755029268458,0.9807424534756012,1.0,0.9743651591486467,0.992627570546184,0.9753641069288821,0.9786138834986826,0.9785854606357315,0.9873440106398791,0.9614154396195334,0.7415864925525448,0.7450702017912451,0.7548356370961032,0.7480333842553281,0.7509015292259463,-0.5811535731856359,0.7577369135292397,-0.39179594826598746,0.4882748288623083,0.4328782490853401,0.9657002052009124,-0.13842937941266165,-0.8479675894980755,-0.8048729982521857,0.0,0.02316579479832348
B nBonds2,-0.08208765784759307,-0.07901704907915548,-0.08107605775383284,-0.08153460377813493,-0.03884432086936561,-0.05621297856734171,-0.06613157381360397,-0.0760683795565888,-0.07485053014295026,-0.07774428717661859,-0.08351343431165033,-0.08051492598721273,-0.0817691105906497,-0.0813685249984225,-0.08127758176909261,-0.08203259299495856,-0.08301619007773935,-0.031930630746842784,-0.03958173686196816,-0.03888562819883145,-0.038581601521888165,-0.03295999342560606,0.01955707786365456,-0.039796330605778904,0.017241314268979503,-0.0030158029019807047,-0.01290418938387208,-0.08209500086039584,0.06675921639027346,0.04110709821224216,0.017888882652783586,0.9967235310028124,0.9895319961915768,0.7265157493386049,0.9919542446394636,0.8197634151968385,0.8586503902737503,0.8308736508781017,0.9670224190533951,0.9267484053210359,0.9743651591486467,1.0,0.993125516607998,0.9983986461517615,0.9980292431187903,0.9979335698639438,0.9965744684355105,0.9976546800850044,0.60936375690965,0.5992143217672216,0.6062324384584534,0.5985368445619305,0.6300603939965025,-0.49629961808922424,0.6118182106878008,-0.4372828718261755,0.3615314328198535,0.30374301591446934,0.9099713427260541,-0.023789496959065553,-0.7502861405823789,-0.7435385397532878,0.0,0.03062028913889706
